gene	domain_start	domain_end	domain_name	domain_decription	type	e_value	pdb_id
YNL094W	330	425	PF09949	DUF2183	Family	3.00E-27	2hhl.1.A
YNL092W	90	395	PF07942	N2227	Family	2.20E-101	5x62.1.A
YNL092W	90	395	PF07942	N2227	Family	2.20E-101	5x62
YNL048W	293	466	PF00534	Glycos_transf_1	Family	1.80E-27	NA
YNL048W	72	274	PF15924	ALG11_N	Family	1.20E-73	NA
YNL038W	123	197	PF10181	PIG-H	Family	4.40E-15	NA
YNL029C	77	264	PF01793	Glyco_transf_15	Family	5.10E-53	NA
YNL029C	309	423	PF01793	Glyco_transf_15	Family	3.50E-27	NA
YNL009W	5	399	PF00180	Iso_dh	Domain	3.60E-68	5i95.1.A
YPL053C	65	395	PF01793	Glyco_transf_15	Family	1.30E-132	NA
YLR028C	136	460	PF01808	AICARFT_IMPCHas	Family	1.30E-89	4a1o.1.B
YLR028C	136	460	PF01808	AICARFT_IMPCHas	Family	1.30E-89	1g8m.1.A
YLR028C	17	131	PF02142	MGS	Domain	1.40E-21	4a1o.1.B
YLR028C	17	131	PF02142	MGS	Domain	1.40E-21	1g8m.1.A
YMR169C	33	498	PF00171	Aldedh	Family	1.50E-166	4wj9.1.A
YPL061W	36	496	PF00171	Aldedh	Family	1.10E-169	5fhz.1.A
YMR015C	77	481	PF00067	p450	Domain	5.10E-52	NA
YML086C	23	159	PF01565	FAD_binding_4	Domain	6.70E-21	4o95.1.A
YML086C	186	513	PF04030	ALO	Family	3.10E-102	NA
YML070W	17	330	PF02733	Dak1	Family	7.90E-105	1un8.1.A
YML070W	412	580	PF02734	Dak2	Family	1.20E-43	1un8.1.A
YML126C	45	216	PF01154	HMG_CoA_synt_N	Domain	1.50E-99	NA
YML126C	217	490	PF08540	HMG_CoA_synt_C	Domain	3.30E-119	2p8u.1.A
YDL245C	63	523	PF00083	Sugar_tr	Family	9.00E-155	NA
YDR058C	131	193	PF07819	PGAP1	Family	0.0053	1cvl.1.A
YLL001W	31	245	PF00350	Dynamin_N	Domain	8.00E-52	3szr.1.A
YLL001W	31	245	PF00350	Dynamin_N	Domain	8.00E-52	3w6n.1.B
YLL001W	31	245	PF00350	Dynamin_N	Domain	8.00E-52	5wp9.1.A
YLL001W	31	245	PF00350	Dynamin_N	Domain	8.00E-52	4bej.1.B
YLL001W	255	540	PF01031	Dynamin_M	Family	3.20E-105	5wp9.1.A
YLL001W	255	540	PF01031	Dynamin_M	Family	3.20E-105	4bej.1.B
YLL001W	665	755	PF02212	GED	Family	9.20E-25	5wp9.1.A
YLL001W	665	755	PF02212	GED	Family	9.20E-25	4bej.1.B
YOL156W	64	526	PF00083	Sugar_tr	Family	3.80E-168	4zw9.1.A
YOR323C	6	265	PF00171	Aldedh	Family	2.10E-07	1vlu
YOR323C	6	265	PF00171	Aldedh	Family	2.10E-07	1vlu.2.A
YOR323C	6	265	PF00171	Aldedh	Family	2.10E-07	4i1w.1.A
Q0130	10	72	PF00137	ATP-synt_C	Family	1.20E-09	4f4s.1.A
Q0130	10	72	PF00137	ATP-synt_C	Family	1.20E-09	4b2q
YNL220W	4	427	PF00709	Adenylsucc_synt	Domain	4.30E-175	NA
YAR035W	4	642	PF00755	Carn_acyltransf	Family	2.30E-198	1ndf.1.A
YAR035W	4	642	PF00755	Carn_acyltransf	Family	2.30E-198	2h4t.1.A
YAR035W	4	642	PF00755	Carn_acyltransf	Family	2.30E-198	2fy2.1.A
YDR322C-A	3	90	PF05680	ATP-synt_E	Family	3.40E-16	NA
YML081C-A	4	54	PF04911	ATP-synt_J	Family	1.00E-25	6b2z
YOL077W-A	1	64	PF11022	DUF2611	Family	1.40E-19	6b8h
YDL022W	36	201	PF01210	NAD_Gly3P_dh_N	Family	1.60E-49	4fgw.1.A
YDL022W	36	201	PF01210	NAD_Gly3P_dh_N	Family	1.60E-49	4fgw
YDL022W	234	379	PF07479	NAD_Gly3P_dh_C	Domain	1.70E-37	4fgw.1.A
YDL022W	234	379	PF07479	NAD_Gly3P_dh_C	Domain	1.70E-37	4fgw
YKL148C	54	450	PF00890	FAD_binding_2	Family	2.40E-121	4ytp.1.A
YKL148C	505	640	PF02910	Succ_DH_flav_C	Domain	8.40E-41	4ytp.1.A
YBR126C	17	481	PF00982	Glyco_transf_20	Family	1.10E-199	5huv.1.A
YKL087C	5	218	PF01265	Cyto_heme_lyase	Family	6.10E-34	NA
YNR016C	59	180	PF00289	Biotin_carb_N	Domain	3.80E-26	1w96
YNR016C	59	180	PF00289	Biotin_carb_N	Domain	3.80E-26	5csl
YNR016C	59	180	PF00289	Biotin_carb_N	Domain	3.80E-26	5csk.1.B
YNR016C	59	180	PF00289	Biotin_carb_N	Domain	3.80E-26	1w93
YNR016C	702	767	PF00364	Biotin_lipoyl	Domain	3.60E-14	5csl
YNR016C	702	767	PF00364	Biotin_lipoyl	Domain	3.60E-14	5csa.1.A
YNR016C	702	767	PF00364	Biotin_lipoyl	Domain	3.60E-14	5csk.1.B
YNR016C	702	767	PF00364	Biotin_lipoyl	Domain	3.60E-14	5csa
YNR016C	1574	2130	PF01039	Carboxyl_trans	Family	1.20E-188	1od2
YNR016C	1574	2130	PF01039	Carboxyl_trans	Family	1.20E-188	5csl
YNR016C	1574	2130	PF01039	Carboxyl_trans	Family	1.20E-188	1uyt
YNR016C	1574	2130	PF01039	Carboxyl_trans	Family	1.20E-188	3k8x
YNR016C	1574	2130	PF01039	Carboxyl_trans	Family	1.20E-188	5csk.1.B
YNR016C	457	563	PF02785	Biotin_carb_C	Domain	2.50E-17	1w96
YNR016C	457	563	PF02785	Biotin_carb_C	Domain	2.50E-17	5csl
YNR016C	457	563	PF02785	Biotin_carb_C	Domain	2.50E-17	5csk.1.B
YNR016C	457	563	PF02785	Biotin_carb_C	Domain	2.50E-17	1w93
YNR016C	233	413	PF02786	CPSase_L_D2	Domain	1.30E-47	1w96
YNR016C	233	413	PF02786	CPSase_L_D2	Domain	1.30E-47	5csl
YNR016C	233	413	PF02786	CPSase_L_D2	Domain	1.30E-47	5csk.1.B
YNR016C	233	413	PF02786	CPSase_L_D2	Domain	1.30E-47	1w93
YNR016C	768	1479	PF08326	ACC_central	Family	2.40E-260	5csl
YNR016C	768	1479	PF08326	ACC_central	Family	2.40E-260	5i6e
YNR016C	768	1479	PF08326	ACC_central	Family	2.40E-260	5csa.1.A
YNR016C	768	1479	PF08326	ACC_central	Family	2.40E-260	5csk.1.B
YNR016C	768	1479	PF08326	ACC_central	Family	2.40E-260	5csa
YNL248C	33	411	PF06870	RNA_pol_I_A49	Family	2.80E-123	5n5y
YER069W	100	316	PF00696	AA_kinase	Family	2.90E-21	4ab7.1.B
YER069W	100	316	PF00696	AA_kinase	Family	2.90E-21	3zzg
YER069W	100	316	PF00696	AA_kinase	Family	2.90E-21	4ab7
YER069W	542	666	PF01118	Semialdhyde_dh	Domain	1.90E-26	3dr3.1.A
YER069W	696	833	PF02774	Semialdhyde_dhC	Domain	0.0011	3dr3.1.A
YER069W	333	499	PF04768	NAT	Family	6.80E-52	4ab7.1.B
YER069W	333	499	PF04768	NAT	Family	6.80E-52	4ab7
YLR038C	16	76	PF02297	COX6B	Domain	1.40E-16	5j4z.80.A
YAL054C	139	581	PF00501	AMP-binding	Family	5.80E-83	1ry2
YAL054C	139	581	PF00501	AMP-binding	Family	5.80E-83	5jrh.1.A
YAL054C	139	581	PF00501	AMP-binding	Family	5.80E-83	5vpv.2.A
YAL054C	139	581	PF00501	AMP-binding	Family	5.80E-83	1ry2.1.A
YAL054C	590	675	PF13193	AMP-binding_C	Domain	3.10E-20	1ry2
YAL054C	590	675	PF13193	AMP-binding_C	Domain	3.10E-20	5jrh.1.A
YAL054C	590	675	PF13193	AMP-binding_C	Domain	3.10E-20	5vpv.2.A
YAL054C	590	675	PF13193	AMP-binding_C	Domain	3.10E-20	1ry2.1.A
YAL054C	76	137	PF16177	ACAS_N	Family	4.00E-14	1ry2
YAL054C	76	137	PF16177	ACAS_N	Family	4.00E-14	5jrh.1.A
YAL054C	76	137	PF16177	ACAS_N	Family	4.00E-14	5vpv.2.A
YAL054C	76	137	PF16177	ACAS_N	Family	4.00E-14	1ry2.1.A
YLR244C	137	365	PF00557	Peptidase_M24	Domain	2.70E-50	3s6b.1.A
YLR244C	22	67	PF15801	zf-C6H2	Domain	6.10E-12	NA
YKL106W	45	441	PF00155	Aminotran_1_2	Domain	2.00E-102	2cst.1.A
YDR039C	125	243	PF00122	E1-E2_ATPase	Family	3.50E-28	4xe5.1.A
YDR039C	125	243	PF00122	E1-E2_ATPase	Family	3.50E-28	5mpm.1.A
YDR039C	125	243	PF00122	E1-E2_ATPase	Family	3.50E-28	3w5b.1.A
YDR039C	276	344	PF00122	E1-E2_ATPase	Family	0.058	4xe5.1.A
YDR039C	276	344	PF00122	E1-E2_ATPase	Family	0.058	5mpm.1.A
YDR039C	276	344	PF00122	E1-E2_ATPase	Family	0.058	3w5b.1.A
YDR039C	846	1044	PF00689	Cation_ATPase_C	Family	5.90E-25	5mpm.1.A
YDR039C	846	1044	PF00689	Cation_ATPase_C	Family	5.90E-25	3w5b.1.A
YDR039C	17	85	PF00690	Cation_ATPase_N	Domain	6.30E-10	3w5b.1.A
YDR039C	638	769	PF00702	Hydrolase	Domain	3.20E-13	4xe5.1.A
YDR039C	638	769	PF00702	Hydrolase	Domain	3.20E-13	5mpm.1.A
YDR039C	638	769	PF00702	Hydrolase	Domain	3.20E-13	3w5b.1.A
YDR039C	460	573	PF13246	Cation_ATPase	Family	1.50E-15	4xe5.1.A
YDR039C	460	573	PF13246	Cation_ATPase	Family	1.50E-15	5mpm.1.A
YDR039C	460	573	PF13246	Cation_ATPase	Family	1.50E-15	3w5b.1.A
YBR111C	92	202	PF00293	NUDIX	Domain	2.20E-11	2dsb.1.A
YKR080W	8	121	PF00763	THF_DHG_CYH	Domain	8.80E-20	1edz.1.A
YKR080W	8	121	PF00763	THF_DHG_CYH	Domain	8.80E-20	1ee9
YKR080W	144	209	PF02882	THF_DHG_CYH_C	Domain	1.70E-07	1edz.1.A
YKR080W	144	209	PF02882	THF_DHG_CYH_C	Domain	1.70E-07	1ee9
YKL001C	24	180	PF01583	APS_kinase	Domain	8.10E-72	6c6b.2.B
YKR003W	53	393	PF01237	Oxysterol_BP	Family	1.00E-77	4ph7
YKR003W	53	393	PF01237	Oxysterol_BP	Family	1.00E-77	4ph7.1.A
YKR009C	323	512	PF00106	adh_short	Domain	8.10E-40	2et6.1.A
YKR009C	323	512	PF00106	adh_short	Domain	8.10E-40	3oml.1.A
YKR009C	11	195	PF00106	adh_short	Domain	9.30E-38	4rzh.1.A
YKR009C	11	195	PF00106	adh_short	Domain	9.30E-38	2uvd.1.A
YKR009C	11	195	PF00106	adh_short	Domain	9.30E-38	2et6.1.A
YKR009C	776	887	PF01575	MaoC_dehydratas	Domain	3.60E-34	3oml.1.A
YPL059W	47	114	PF00462	Glutaredoxin	Domain	3.60E-13	3gx8.1.A
YPL059W	47	114	PF00462	Glutaredoxin	Domain	3.60E-13	3gx8
YMR149W	63	282	PF05817	Ribophorin_II	Family	1.70E-10	6c26
YPL088W	18	333	PF00248	Aldo_ket_red	Domain	1.60E-55	1qrq.1.A
YPL087W	14	285	PF05875	Ceramidase	Family	1.30E-84	NA
YPL110C	877	1211	PF03009	GDPD	Family	3.00E-91	NA
YPL110C	1	61	PF03105	SPX	Domain	1.70E-08	NA
YPL135W	35	159	PF01592	NifU_N	Family	2.00E-54	5t0v
YPL134C	9	111	PF00153	Mito_carr	Family	4.90E-22	1okc.1.A
YPL134C	215	302	PF00153	Mito_carr	Family	3.30E-14	NA
YPL134C	127	205	PF00153	Mito_carr	Family	1.10E-10	1okc.1.A
YDR539W	14	437	PF01977	UbiD	Family	6.60E-105	4s13
YMR095C	18	222	PF01174	SNO	Domain	4.00E-91	NA
YMR096W	6	212	PF01680	SOR_SNZ	Domain	1.30E-103	3fem
YMR099C	17	285	PF01263	Aldose_epim	Family	2.20E-50	2ciq.1.A
YMR099C	17	285	PF01263	Aldose_epim	Family	2.20E-50	2cir
YMR101C	73	291	PF01255	Prenyltransf	Family	3.20E-62	4h8e.1.A
YMR278W	568	596	PF00408	PGM_PMM_IV	Family	0.0026	NA
YMR278W	53	192	PF02878	PGM_PMM_I	Domain	4.50E-36	NA
YMR278W	227	334	PF02879	PGM_PMM_II	Domain	1.60E-17	NA
YMR278W	348	457	PF02880	PGM_PMM_III	Domain	1.30E-08	NA
YMR289W	112	367	PF01063	Aminotran_4	Domain	1.10E-16	4k6n.1.A
YMR289W	112	367	PF01063	Aminotran_4	Domain	1.10E-16	4k6n
YMR272C	14	90	PF00173	Cyt-b5	Domain	1.00E-18	5xee.1.A
YMR272C	14	90	PF00173	Cyt-b5	Domain	1.00E-18	4zr0
YMR272C	229	370	PF04116	FA_hydroxylase	Family	5.30E-11	4zr0
YMR272C	229	370	PF04116	FA_hydroxylase	Family	5.30E-11	4zr1
YMR272C	229	370	PF04116	FA_hydroxylase	Family	5.30E-11	4zr1.1.A
YMR274C	142	254	PF02517	Abi	Family	2.60E-10	NA
YMR293C	6	457	PF01425	Amidase	Family	3.40E-138	4n0h
YMR293C	6	457	PF01425	Amidase	Family	3.40E-138	4n0h.1.A
YHR179W	16	368	PF00724	Oxidored_FMN	Domain	1.90E-142	3tx9.1.A
YMR210W	151	392	PF00561	Abhydrolase_1	Domain	2.10E-13	5cw2.1.A
YMR006C	101	587	PF01735	PLA2_B	Family	8.50E-222	NA
YMR009W	3	156	PF03079	ARD	Domain	1.70E-52	5i8s.1.A
YML019W	34	329	PF04756	OST3_OST6	Family	8.20E-65	NA
YDR147W	158	395	PF01633	Choline_kinase	Family	1.40E-59	1nw1.1.A
YDR147W	79	128	PF04428	Choline_kin_N	Family	1.00E-11	NA
YDR236C	57	206	PF01687	Flavokinase	Domain	8.20E-24	1n08.2.A
YDR248C	13	143	PF01583	APS_kinase	Domain	9.70E-05	3t61.1.A
YDR098C	14	101	PF00085	Thioredoxin	Domain	4.20E-11	1j08.3.A
YDR098C	14	101	PF00085	Thioredoxin	Domain	4.20E-11	4tw5.1.A
YDR098C	14	101	PF00085	Thioredoxin	Domain	4.20E-11	3wt1.1.A
YDR098C	14	101	PF00085	Thioredoxin	Domain	4.20E-11	3d6i
YDR098C	163	226	PF00462	Glutaredoxin	Domain	5.90E-14	3zyw.2.A
YDR196C	2	187	PF01121	CoaE	Domain	4.60E-67	4zo4.1.A
YMR241W	213	303	PF00153	Mito_carr	Family	4.90E-10	NA
YMR241W	110	198	PF00153	Mito_carr	Family	0.00065	1okc.1.A
YMR241W	22	90	PF00153	Mito_carr	Family	0.15	1okc.1.A
YDR419W	29	276	PF00817	IMS	Family	1.70E-43	2xgq.2.A
YDR419W	29	276	PF00817	IMS	Family	1.70E-43	5vtp
YDR419W	29	276	PF00817	IMS	Family	1.70E-43	2r8j
YDR419W	29	276	PF00817	IMS	Family	1.70E-43	2xgp
YDR419W	386	507	PF11799	IMS_C	Domain	0.43	2xgq.2.A
YDR419W	386	507	PF11799	IMS_C	Domain	0.43	5vtp
YDR419W	386	507	PF11799	IMS_C	Domain	0.43	2r8j
YDR419W	386	507	PF11799	IMS_C	Domain	0.43	2xgp
YDR428C	32	139	PF07859	Abhydrolase_3	Domain	1.30E-05	1vkh
YDR437W	3	131	PF08510	PIG-P	Family	3.80E-28	NA
YDR440W	350	555	PF08123	DOT1	Domain	1.10E-90	1u2z.3.A
YDR440W	350	555	PF08123	DOT1	Domain	1.10E-90	1u2z
YDR452W	96	330	PF00149	Metallophos	Domain	0.00011	5ebb.1.A
YDR453C	5	137	PF00578	AhpC-TSA	Domain	2.10E-30	3sbc.1.A
YDR453C	5	137	PF00578	AhpC-TSA	Domain	2.10E-30	5ept
YDR453C	159	192	PF10417	1-cysPrx_C	Domain	4.40E-05	3sbc.1.A
YDR453C	159	192	PF10417	1-cysPrx_C	Domain	4.40E-05	5ept
YDR456W	69	484	PF00999	Na_H_Exchanger	Family	2.50E-66	NA
YDR387C	46	260	PF00083	Sugar_tr	Family	3.20E-49	NA
YDR387C	345	541	PF00083	Sugar_tr	Family	2.30E-38	NA
YOR149C	6	400	PF03901	Glyco_transf_22	Family	1.70E-95	NA
YDR399W	19	135	PF00156	Pribosyltran	Domain	1.40E-05	2xbu.1.A
YDR399W	19	135	PF00156	Pribosyltran	Domain	1.40E-05	2jkz
YDR399W	19	135	PF00156	Pribosyltran	Domain	1.40E-05	2jky
YDR399W	19	135	PF00156	Pribosyltran	Domain	1.40E-05	2xbu
YDR400W	7	302	PF01156	IU_nuc_hydro	Domain	1.30E-68	5tsq.1.A
YMR041C	16	293	PF00248	Aldo_ket_red	Domain	5.80E-47	1pz1.1.A
YMR087W	1	282	PF14519	Macro_2	Domain	1.90E-162	1njr
YMR088C	42	464	PF07690	MFS_1	Family	4.20E-37	NA
YDR045C	67	108	PF01096	TFIIS_C	Domain	5.40E-19	4c2m.1.I
YDR045C	67	108	PF01096	TFIIS_C	Domain	5.40E-19	6f41
YDR045C	2	37	PF02150	RNA_POL_M_15KD	Domain	3.90E-14	4c2m.1.I
YDR045C	2	37	PF02150	RNA_POL_M_15KD	Domain	3.90E-14	6f41
YDR503C	119	261	PF01569	PAP2	Family	3.70E-21	NA
YDR516C	19	229	PF00349	Hexokinase_1	Domain	2.70E-64	3b8a.1.A
YDR516C	246	499	PF03727	Hexokinase_2	Domain	2.10E-71	3b8a.1.A
YDR531W	21	354	PF03630	Fumble	Family	1.90E-119	5kpr.1.A
YDR533C	29	224	PF01965	DJ-1_PfpI	Domain	0.0003	1qvv
YDR533C	29	224	PF01965	DJ-1_PfpI	Domain	0.0003	4qyx.1.A
YMR110C	43	463	PF00171	Aldedh	Family	1.30E-75	4qgk.1.A
YML082W	375	634	PF01053	Cys_Met_Meta_PP	Domain	1.30E-17	5eig.1.A
YMR062C	36	441	PF01960	ArgJ	Family	2.20E-139	NA
YMR250W	70	412	PF00282	Pyridoxal_deC	Domain	2.30E-50	1xey.1.A
YMR251W	46	179	PF13409	GST_N_2	Domain	1.50E-15	5lkb.1.A
YMR251W	229	320	PF13410	GST_C_2	Domain	2.00E-10	5lkb.1.A
YMR318C	190	315	PF00107	ADH_zinc_N	Family	6.70E-13	1ps0
YMR318C	34	149	PF08240	ADH_N	Domain	1.70E-25	1ps0
YIR028W	105	564	PF02133	Transp_cyt_pur	Family	1.80E-178	NA
YDR231C	63	162	PF12597	DUF3767	Family	1.80E-33	NA
YMR306W	694	1540	PF02364	Glucan_synthase	Family	0	NA
YMR306W	182	290	PF14288	FKS1_dom1	Family	5.30E-35	NA
YML059C	962	1054	PF00027	cNMP_binding	Domain	1.50E-10	5dyl.1.A
YML059C	962	1054	PF00027	cNMP_binding	Domain	1.50E-10	4jva.1.A
YML059C	962	1054	PF00027	cNMP_binding	Domain	1.50E-10	5kbf.1.A
YML059C	962	1054	PF00027	cNMP_binding	Domain	1.50E-10	5dyk.1.A
YML059C	1373	1535	PF01734	Patatin	Family	2.10E-13	5fya.1.A
YML059C	1373	1535	PF01734	Patatin	Family	2.10E-13	4kyi.1.A
YMR226C	14	205	PF00106	adh_short	Domain	2.30E-50	3rku
YDR341C	124	475	PF00750	tRNA-synt_1d	Family	5.30E-120	1f7v.1.B
YDR341C	124	475	PF00750	tRNA-synt_1d	Family	5.30E-120	1bs2
YDR341C	35	114	PF03485	Arg_tRNA_synt_N	Domain	1.40E-06	1f7v.1.B
YDR341C	35	114	PF03485	Arg_tRNA_synt_N	Domain	1.40E-06	1bs2
YDR341C	489	607	PF05746	DALR_1	Domain	6.70E-26	1f7v.1.B
YDR341C	489	607	PF05746	DALR_1	Domain	6.70E-26	1bs2
YDR284C	100	245	PF01569	PAP2	Family	9.40E-21	4px7.1.A
YDR287W	9	284	PF00459	Inositol_P	Family	8.40E-72	2hhm.1.B
YDR294C	195	483	PF00282	Pyridoxal_deC	Domain	4.70E-19	3mc6
YDR294C	195	483	PF00282	Pyridoxal_deC	Domain	4.70E-19	3mc6.1.A
YDR272W	16	163	PF00753	Lactamase_B	Domain	2.40E-06	1qh5.1.A
YDR272W	189	273	PF16123	HAGH_C	Family	5.70E-16	1qh5.1.A
YLR201C	161	233	PF08511	COQ9	Domain	9.90E-18	NA
YLR209C	41	307	PF01048	PNP_UDP_1	Domain	1.60E-41	5ifk.1.A
YLR284C	21	198	PF00378	ECH_1	Domain	8.40E-11	4zdc
YLR284C	21	198	PF00378	ECH_1	Domain	8.40E-11	4zdf
YLR284C	21	198	PF00378	ECH_1	Domain	8.40E-11	4zdc.1.A
YLR284C	21	198	PF00378	ECH_1	Domain	8.40E-11	4q1g.1.A
YLR284C	21	198	PF00378	ECH_1	Domain	8.40E-11	3iav.1.A
YLR285W	60	220	PF10294	Methyltransf_16	Family	2.20E-10	4mtl.1.B
YLR285W	60	220	PF10294	Methyltransf_16	Family	2.20E-10	3bzb.1.A
YLR299W	125	653	PF01019	G_glu_transpept	Domain	8.10E-154	4y23.1.A
YLR359W	37	305	PF00206	Lyase_1	Domain	5.10E-21	5nx9.1.A
YLR359W	37	305	PF00206	Lyase_1	Domain	5.10E-21	5vkw.1.A
YLR359W	375	457	PF10397	ADSL_C	Domain	9.30E-14	5nx9.1.A
YLR359W	375	457	PF10397	ADSL_C	Domain	9.30E-14	5vkw.1.A
YLR369W	30	644	PF00012	HSP70	Family	6.50E-208	5nro.1.A
YLR369W	30	644	PF00012	HSP70	Family	6.50E-208	2kho.1.A
YLR231C	163	361	PF00266	Aminotran_5	Domain	3.90E-09	3e9k.1.A
YLR237W	34	467	PF02133	Transp_cyt_pur	Family	4.00E-68	NA
YLR239C	126	262	PF03099	BPL_LplA_LipB	Domain	1.50E-24	1w66.1.A
YLR239C	126	262	PF03099	BPL_LplA_LipB	Domain	1.50E-24	2qhs.1.A
YLR345W	362	504	PF00300	His_Phos_1	Domain	2.00E-16	5htk.1.B
YLR345W	73	290	PF01591	6PF2K	Domain	3.30E-76	NA
YLR348C	19	95	PF00153	Mito_carr	Family	5.50E-16	NA
YLR348C	108	198	PF00153	Mito_carr	Family	1.50E-12	4c9g.1.A
YLR348C	206	289	PF00153	Mito_carr	Family	3.00E-12	NA
YLR260W	271	400	PF00781	DAGK_cat	Family	7.80E-25	NA
YLR328W	169	359	PF01467	CTP_transf_like	Domain	1.90E-29	1kku.1.A
YLR446W	9	205	PF00349	Hexokinase_1	Domain	9.30E-17	1qha.1.A
YLR446W	213	423	PF03727	Hexokinase_2	Domain	6.10E-10	1qha.1.A
YLR164W	27	159	PF05328	CybS	Family	3.70E-46	NA
YLR189C	239	333	PF00169	PH	Domain	9.00E-06	3tfm.1.A
YLR189C	973	1135	PF00201	UDPGT	Family	8.90E-05	5gl5
YLR189C	973	1135	PF00201	UDPGT	Family	8.90E-05	5gl5.1.A
YLR189C	571	680	PF02893	GRAM	Domain	4.00E-23	NA
YLR189C	743	879	PF03033	Glyco_transf_28	Family	2.70E-33	5gl5
YLR189C	743	879	PF03033	Glyco_transf_28	Family	2.70E-33	5gl5.1.A
YDR352W	11	69	PF04193	PQ-loop	Repeat	1.00E-16	NA
YDR352W	185	239	PF04193	PQ-loop	Repeat	1.60E-13	NA
YDR367W	11	181	PF08552	Kei1	Family	4.00E-39	NA
YDR371W	76	449	PF00704	Glyco_hydro_18	Domain	9.60E-79	4dws.1.A
YDR373W	149	172	PF00036	EF-hand_1	Domain	0.00014	2ju0
YDR373W	101	127	PF00036	EF-hand_1	Domain	0.00036	2jtz.1.A
YDR373W	101	127	PF00036	EF-hand_1	Domain	0.00036	2ju0
YDR373W	68	91	PF00036	EF-hand_1	Domain	0.002	2jtz.1.A
YDR373W	68	91	PF00036	EF-hand_1	Domain	0.002	2ju0
YDR377W	2	93	PF10791	F1F0-ATPsyn_F	Family	8.30E-39	NA
YDR380W	244	375	PF00205	TPP_enzyme_M	Domain	6.30E-20	2w93.1.B
YDR380W	244	375	PF00205	TPP_enzyme_M	Domain	6.30E-20	2w93.1.B
YDR380W	244	375	PF00205	TPP_enzyme_M	Domain	6.30E-20	5euj.1.A
YDR380W	444	550	PF02775	TPP_enzyme_C	Domain	2.70E-11	2w93.1.B
YDR380W	444	550	PF02775	TPP_enzyme_C	Domain	2.70E-11	2w93.1.B
YDR380W	444	550	PF02775	TPP_enzyme_C	Domain	2.70E-11	5euj.1.A
YDR380W	28	216	PF02776	TPP_enzyme_N	Domain	9.00E-22	2w93.1.B
YDR380W	28	216	PF02776	TPP_enzyme_N	Domain	9.00E-22	2w93.1.B
YDR380W	28	216	PF02776	TPP_enzyme_N	Domain	9.00E-22	5euj.1.A
YPR156C	186	567	PF07690	MFS_1	Family	7.40E-29	NA
YPR118W	49	398	PF01008	IF-2B	Family	8.40E-95	4ldr.1.A
YPR121W	361	570	PF03070	TENA_THI-4	Family	5.20E-69	3rm5.1.A
YPR121W	55	307	PF08543	Phos_pyr_kin	Family	1.90E-73	3rm5.1.A
YPR127W	16	331	PF00248	Aldo_ket_red	Domain	6.10E-60	1qrq.1.A
YPR128C	4	105	PF00153	Mito_carr	Family	5.20E-17	1okc.1.A
YPR128C	219	305	PF00153	Mito_carr	Family	2.60E-16	NA
YPR128C	123	212	PF00153	Mito_carr	Family	2.10E-07	1okc.1.A
YPR140W	65	226	PF01553	Acyltransferase	Family	1.00E-09	NA
YLR245C	10	114	PF00383	dCMP_cyt_deam_1	Family	6.00E-18	1r5t.1.A
YLR245C	10	114	PF00383	dCMP_cyt_deam_1	Family	6.00E-18	1r5t
YPR184W	1045	1523	PF06202	GDE_C	Domain	2.40E-136	5d06.1.A
YPR184W	47	134	PF14699	hGDE_N	Family	1.40E-17	5d06.1.A
YPR184W	137	560	PF14701	hDGE_amylase	Domain	1.20E-171	5d06.1.A
YPR184W	732	975	PF14702	hGDE_central	Domain	2.30E-73	5d06.1.A
YDR302W	55	216	PF06699	PIG-F	Family	5.10E-21	NA
YDR307W	104	253	PF02366	PMT	Family	0.0013	NA
YDR307W	336	473	PF02815	MIR	Domain	0.0046	NA
YDR315C	5	265	PF06090	Ins_P5_2-kin	Family	1.80E-09	2xam.1.A
YLR410W	539	1047	PF00328	His_Phos_2	Family	1.00E-138	NA
YLR410W	397	490	PF08443	RimK	Domain	5.50E-05	3t99.1.A
YLR307W	111	221	PF01522	Polysacc_deac_1	Family	2.30E-21	5jp6.1.A
YLR308W	120	231	PF01522	Polysacc_deac_1	Family	3.40E-24	2c1g.1.A
YLR308W	120	231	PF01522	Polysacc_deac_1	Family	3.40E-24	4f9d.1.A
YLR308W	120	231	PF01522	Polysacc_deac_1	Family	3.40E-24	5jp6.1.A
YLR386W	87	116	PF02985	HEAT	Repeat	1.3	NA
YLR386W	573	746	PF11916	Vac14_Fig4_bd	Domain	1.90E-62	NA
YPR081C	183	480	PF00587	tRNA-synt_2b	Domain	2.30E-05	4kqe.1.A
YPR081C	505	595	PF03129	HGTP_anticodon	Domain	9.50E-18	4kqe.1.A
YPL188W	128	346	PF01513	NAD_kinase	Family	1.50E-48	3afo.1.A
YPL188W	128	346	PF01513	NAD_kinase	Family	1.50E-48	3afo
YDL080C	212	337	PF00205	TPP_enzyme_M	Domain	4.20E-23	2w93.1.B
YDL080C	418	529	PF02775	TPP_enzyme_C	Domain	1.10E-10	2w93.1.B
YDL080C	17	188	PF02776	TPP_enzyme_N	Domain	6.70E-23	2w93.1.B
YDL085W	99	428	PF07992	Pyr_redox_2	Domain	3.70E-44	5yjw.1.A
YDL120W	70	172	PF01491	Frataxin_Cyay	Domain	6.50E-33	2ga5
YDL120W	70	172	PF01491	Frataxin_Cyay	Domain	6.50E-33	2fql.1.B
YDL120W	70	172	PF01491	Frataxin_Cyay	Domain	6.50E-33	5tre
