UniProtKB_ac	iso_id	uniprot_seq_length	coordinate_id	provider	from	to	coverage	template	qmean	qmean_norm	url
P33328		115	5ad875c114055089dd4a045c	SWISSMODEL	26	85	0.521739130435	3b5n.1.A	0.2941520882	0.8177551517	https://swissmodel.expasy.org/repository/uniprot/P33328.pdb?from=26&to=85&template=3b5n.1.A&provider=swissmodel
P33329		710	5ad7742a7f4bf9bc8eef4b40	SWISSMODEL	396	703	0.433802816901	5jpe.1.A	-0.6498050444	0.7558629616	https://swissmodel.expasy.org/repository/uniprot/P33329.pdb?from=396&to=703&template=5jpe.1.A&provider=swissmodel
P33330		395	5ad5187b3d4e1d555bbee76c	SWISSMODEL	10	392	0.969620253165	2bie.1.A	-2.3773063157	0.6816492906	https://swissmodel.expasy.org/repository/uniprot/P33330.pdb?from=10&to=392&template=2bie.1.A&provider=swissmodel
P33331		125	5ad855f71405503cb570bb58	SWISSMODEL	4	124	0.968	1gy7.1.B	0.3490916549	0.7964358472	https://swissmodel.expasy.org/repository/uniprot/P33331.pdb?from=4&to=124&template=1gy7.1.B&provider=swissmodel
P33331		125	5a9b0c5375daaa36fdfa80b1	PDB	1	125	1.0	1gy7			https://swissmodel.expasy.org/repository/uniprot/P33331.pdb?from=1&to=125&template=1gy7&provider=pdb
P33331		125	5a9b134c75daaa196633fb55	PDB	1	125	1.0	1gyb			https://swissmodel.expasy.org/repository/uniprot/P33331.pdb?from=1&to=125&template=1gyb&provider=pdb
P33332		1336	5ac98e5fc730d427326911ce	SWISSMODEL	75	249	0.130988023952	5m4y.1.B	-0.6920462324	0.7531663314	https://swissmodel.expasy.org/repository/uniprot/P33332.pdb?from=75&to=249&template=5m4y.1.B&provider=swissmodel
P33332		1336	5a9b032e75daaa38f5633140	PDB	75	320	0.184131736527	5m4y			https://swissmodel.expasy.org/repository/uniprot/P33332.pdb?from=75&to=320&template=5m4y&provider=pdb
P33332		1336	5a9b06dd75daaa6edcf0d6b6	PDB	75	320	0.184131736527	5lg4			https://swissmodel.expasy.org/repository/uniprot/P33332.pdb?from=75&to=320&template=5lg4&provider=pdb
P33332		1336	5a9b0cb075daaa3ccf7d0cff	PDB	1	320	0.239520958084	3a58			https://swissmodel.expasy.org/repository/uniprot/P33332.pdb?from=1&to=320&template=3a58&provider=pdb
P33332		1336	5a9b176d75daaa4fb82f6b19	PDB	71	241	0.127994011976	3hie			https://swissmodel.expasy.org/repository/uniprot/P33332.pdb?from=71&to=241&template=3hie&provider=pdb
P33332		1336	5a9b28bb75daaa45e323d3c7	PDB	1	1336	1.0	5yfp			https://swissmodel.expasy.org/repository/uniprot/P33332.pdb?from=1&to=1336&template=5yfp&provider=pdb
P33333		303	5ad55e5f573f20b32d4998fc	SWISSMODEL	5	247	0.80198019802	5kym.1.A	-3.2475500477	0.6431610103	https://swissmodel.expasy.org/repository/uniprot/P33333.pdb?from=5&to=247&template=5kym.1.A&provider=swissmodel
P33334		2413	5aca7e1a7f4bf958fa1adf63	SWISSMODEL	90	2413	0.963116452549	5xjc.1.A	-2.6238476544	0.6726500331	https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=90&to=2413&template=5xjc.1.A&provider=swissmodel
P33334		2413	5aca7e1b7f4bf958fa1adf68	SWISSMODEL	130	2395	0.939079983423	3jcm.1.A	-2.6174170974	0.6728847615	https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=130&to=2395&template=3jcm.1.A&provider=swissmodel
P33334		2413	5aca7e1b7f4bf958fa1adf6d	SWISSMODEL	128	2395	0.939908827186	5lj5.1.F	-2.3653325742	0.6820863564	https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=128&to=2395&template=5lj5.1.F&provider=swissmodel
P33334		2413	5aca7e1b7f4bf958fa1adf72	SWISSMODEL	126	2106	0.820969747203	6bk8.1.F	-2.1484358303	0.6900035262	https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=126&to=2106&template=6bk8.1.F&provider=swissmodel
P33334		2413	5a9afa8375daaa3e674797ba	PDB	1	2413	1.0	5mps			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=1&to=2413&template=5mps&provider=pdb
P33334		2413	5a9afb4175daaa47a8001841	PDB	1836	2092	0.106506423539	3sbt			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=1836&to=2092&template=3sbt&provider=pdb
P33334		2413	5a9afcc475daaa5bbfc954d3	PDB	885	2413	0.633651056776	4i43			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=885&to=2413&template=4i43&provider=pdb
P33334		2413	5a9b00d075daaa1309d8332c	PDB	1	2413	1.0	5lqw			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=1&to=2413&template=5lqw&provider=pdb
P33334		2413	5a9b011875daaa18236f51a8	PDB	1	2413	1.0	5lj3			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=1&to=2413&template=5lj3&provider=pdb
P33334		2413	5a9b06df75daaa6edcf0d70b	PDB	2147	2397	0.10401989225	2og4			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=2147&to=2397&template=2og4&provider=pdb
P33334		2413	5a9b083e75daaa7f43badb42	PDB	1	2413	1.0	5lj5			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=1&to=2413&template=5lj5&provider=pdb
P33334		2413	5a9b08b675daaa054ca0aeb0	PDB	1	2413	1.0	5mq0			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=1&to=2413&template=5mq0&provider=pdb
P33334		2413	5a9b09c875daaa1521d9737c	PDB	1822	2095	0.113551595524	3e66			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=1822&to=2095&template=3e66&provider=pdb
P33334		2413	5a9b0a0b75daaa1a4781770b	PDB	128	2413	0.947368421053	5gm6			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=128&to=2413&template=5gm6&provider=pdb
P33334		2413	5a9b0d8e75daaa47c2729d4d	PDB	1	2413	1.0	6bk8			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=1&to=2413&template=6bk8&provider=pdb
P33334		2413	5a9b102b75daaa6f127f4eec	PDB	2148	2398	0.10401989225	5dca			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=2148&to=2398&template=5dca&provider=pdb
P33334		2413	5a9b155475daaa3556d8b56b	PDB	2148	2395	0.102776626606	4bgd			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=2148&to=2395&template=4bgd&provider=pdb
P33334		2413	5a9b187475daaa600670ec0f	PDB	885	2413	0.633651056776	3zef			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=885&to=2413&template=3zef&provider=pdb
P33334		2413	5a9b1a1675daaa769d37d307	PDB	1836	2397	0.232905097389	3sbg			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=1836&to=2397&template=3sbg&provider=pdb
P33334		2413	5a9b1b2d75daaa04064985b9	PDB	1836	2090	0.105677579776	4ilg			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=1836&to=2090&template=4ilg&provider=pdb
P33334		2413	5a9b1b2e75daaa04064985d6	PDB	1	2413	1.0	5wsg			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=1&to=2413&template=5wsg&provider=pdb
P33334		2413	5a9b1c6675daaa159d1c2739	PDB	1836	2090	0.105677579776	4ilh			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=1836&to=2090&template=4ilh&provider=pdb
P33334		2413	5a9b1ea875daaa37c1e25d8c	PDB	2147	2413	0.110650642354	5m52			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=2147&to=2413&template=5m52&provider=pdb
P33334		2413	5a9b1f9675daaa420f3b55b1	PDB	1836	2090	0.105677579776	4ilj			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=1836&to=2090&template=4ilj&provider=pdb
P33334		2413	5a9b20bc75daaa52372af7e3	PDB	1	2413	1.0	5gmk			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=1&to=2413&template=5gmk&provider=pdb
P33334		2413	5a9b22f075daaa6eb64f0f8d	PDB	1	2413	1.0	5nrl			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=1&to=2413&template=5nrl&provider=pdb
P33334		2413	5a9b240575daaa7ee0c71ad4	PDB	1	2413	1.0	3jcm			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=1&to=2413&template=3jcm&provider=pdb
P33334		2413	5a9b242c75daaa7ee0c7202e	PDB	1	735	0.304600082884	5gam			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=1&to=735&template=5gam&provider=pdb
P33334		2413	5a9b255e75daaa100e77a624	PDB	1	2413	1.0	5gan			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=1&to=2413&template=5gan&provider=pdb
P33334		2413	5a9b264975daaa1f9be55316	PDB	1	2413	1.0	6exn			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=1&to=2413&template=6exn&provider=pdb
P33334		2413	5a9b26d275daaa25837c7132	PDB	1836	2087	0.104434314132	3e9o			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=1836&to=2087&template=3e9o&provider=pdb
P33334		2413	5a9b26ff75daaa25837c77a4	PDB	2147	2413	0.110650642354	5gao			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=2147&to=2413&template=5gao&provider=pdb
P33334		2413	5a9b286a75daaa3e7a40cca0	PDB	1833	2087	0.105677579776	3e9p			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=1833&to=2087&template=3e9p&provider=pdb
P33334		2413	5a9b287675daaa3e7a40ce57	PDB	2147	2413	0.110650642354	5m5p			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=2147&to=2413&template=5m5p&provider=pdb
P33334		2413	5a9b28e475daaa45e323d9ab	PDB	1	2413	1.0	5gap			https://swissmodel.expasy.org/repository/uniprot/P33334.pdb?from=1&to=2413&template=5gap&provider=pdb
P33338		968	5ad87e3b2623252559573ad6	SWISSMODEL	579	907	0.339876033058	5ic0.1.A	-4.3228249152	0.6192537315	https://swissmodel.expasy.org/repository/uniprot/P33338.pdb?from=579&to=907&template=5ic0.1.A&provider=swissmodel
P33338		968	5ad87e3b2623252559573ada	SWISSMODEL	579	905	0.337809917355	5ic1.1.A	-3.8100714942	0.6363886591	https://swissmodel.expasy.org/repository/uniprot/P33338.pdb?from=579&to=905&template=5ic1.1.A&provider=swissmodel
P33338		968	5ad87e3b2623252559573ade	SWISSMODEL	671	875	0.211776859504	4k1n.1.A	-3.8889998816	0.6220149232	https://swissmodel.expasy.org/repository/uniprot/P33338.pdb?from=671&to=875&template=4k1n.1.A&provider=swissmodel
P33338		968	5ad87e3b2623252559573ae2	SWISSMODEL	739	921	0.189049586777	1r0d.1.A	-1.7973507036	0.7073768919	https://swissmodel.expasy.org/repository/uniprot/P33338.pdb?from=739&to=921&template=1r0d.1.A&provider=swissmodel
P33338		968	5ad87e3b2623252559573ae6	SWISSMODEL	578	906	0.339876033058	4w8p.1.A	-4.2638705942	0.621457112	https://swissmodel.expasy.org/repository/uniprot/P33338.pdb?from=578&to=906&template=4w8p.1.A&provider=swissmodel
P33338		968	5ad87e3b2623252559573aea	SWISSMODEL	742	908	0.172520661157	2x0c.1.A	-3.3135586042	0.6320507908	https://swissmodel.expasy.org/repository/uniprot/P33338.pdb?from=742&to=908&template=2x0c.1.A&provider=swissmodel
P33338		968	5ad87e3b2623252559573aee	SWISSMODEL	768	907	0.144628099174	1sj8.1.A	-2.5487460051	0.6483676376	https://swissmodel.expasy.org/repository/uniprot/P33338.pdb?from=768&to=907&template=1sj8.1.A&provider=swissmodel
P33338		968	5ad87e3b2623252559573af2	SWISSMODEL	639	905	0.275826446281	5ic0.1.A	-4.235380025	0.6012935278	https://swissmodel.expasy.org/repository/uniprot/P33338.pdb?from=639&to=905&template=5ic0.1.A&provider=swissmodel
P33338		968	5ad87e3c2623252559573af6	SWISSMODEL	639	907	0.277892561983	4e18.1.A	-3.8469062082	0.615492967	https://swissmodel.expasy.org/repository/uniprot/P33338.pdb?from=639&to=907&template=4e18.1.A&provider=swissmodel
P33338		968	5ad87e3c2623252559573afa	SWISSMODEL	635	907	0.282024793388	5ic1.1.A	-4.79431059	0.578627356	https://swissmodel.expasy.org/repository/uniprot/P33338.pdb?from=635&to=907&template=5ic1.1.A&provider=swissmodel
P33338		968	5ad87e3c2623252559573afe	SWISSMODEL	5	272	0.276859504132	5ahv.1.B	-4.2067854465	0.6025459583	https://swissmodel.expasy.org/repository/uniprot/P33338.pdb?from=5&to=272&template=5ahv.1.B&provider=swissmodel
P33338		968	5ad87e3c2623252559573b02	SWISSMODEL	742	908	0.172520661157	5fzt.1.A	-3.7554635687	0.6116080393	https://swissmodel.expasy.org/repository/uniprot/P33338.pdb?from=742&to=908&template=5fzt.1.A&provider=swissmodel
P33338		968	5ad87e3c2623252559573b06	SWISSMODEL	576	733	0.163223140496	3dyj.1.A	-3.4405198522	0.6142157361	https://swissmodel.expasy.org/repository/uniprot/P33338.pdb?from=576&to=733&template=3dyj.1.A&provider=swissmodel
P33338		968	5a9afea775daaa769dc8ac1e	PDB	5	272	0.276859504132	5ahv			https://swissmodel.expasy.org/repository/uniprot/P33338.pdb?from=5&to=272&template=5ahv&provider=pdb
P33339		1025	5ac8e2f0afa35831a7abf57e	SWISSMODEL	131	561	0.420487804878	5aem.1.A	-2.5811612301	0.6823483689	https://swissmodel.expasy.org/repository/uniprot/P33339.pdb?from=131&to=561&template=5aem.1.A&provider=swissmodel
P33339		1025	5a9b242775daaa7ee0c71f7f	PDB	123	566	0.433170731707	5aem			https://swissmodel.expasy.org/repository/uniprot/P33339.pdb?from=123&to=566&template=5aem&provider=pdb
P33339		1025	5a9b276175daaa2c369d9caa	PDB	123	566	0.433170731707	5aio			https://swissmodel.expasy.org/repository/uniprot/P33339.pdb?from=123&to=566&template=5aio&provider=pdb
P33399		275	5ad5bb83ad01f0132e30e81c	SWISSMODEL	78	212	0.490909090909	4tu7.1.B	-3.2979371557	0.6048741493	https://swissmodel.expasy.org/repository/uniprot/P33399.pdb?from=78&to=212&template=4tu7.1.B&provider=swissmodel
P33399		275	5ad5bb84ad01f0132e30e820	SWISSMODEL	78	214	0.498181818182	3h2u.1.B	-3.9005776023	0.572041019	https://swissmodel.expasy.org/repository/uniprot/P33399.pdb?from=78&to=214&template=3h2u.1.B&provider=swissmodel
P33399		275	5ad5bb84ad01f0132e30e824	SWISSMODEL	90	213	0.450909090909	3dxb.3.A	-2.6051495431	0.6473910644	https://swissmodel.expasy.org/repository/uniprot/P33399.pdb?from=90&to=213&template=3dxb.3.A&provider=swissmodel
P33399		275	5ad5bb84ad01f0132e30e828	SWISSMODEL	24	218	0.709090909091	1yty.1.A	-2.3879975495	0.6858144627	https://swissmodel.expasy.org/repository/uniprot/P33399.pdb?from=24&to=218&template=1yty.1.A&provider=swissmodel
P33399		275	5ad5bb84ad01f0132e30e82c	SWISSMODEL	79	213	0.490909090909	4bs2.1.A	-4.8888507835	0.5175539001	https://swissmodel.expasy.org/repository/uniprot/P33399.pdb?from=79&to=213&template=4bs2.1.A&provider=swissmodel
P33399		275	5ad5bb84ad01f0132e30e830	SWISSMODEL	78	212	0.490909090909	4tu7.1.A	-2.9156445921	0.6258569866	https://swissmodel.expasy.org/repository/uniprot/P33399.pdb?from=78&to=212&template=4tu7.1.A&provider=swissmodel
P33399		275	5ad5bb85ad01f0132e30e834	SWISSMODEL	78	208	0.476363636364	1g2e.1.B	-2.6133696988	0.6450068651	https://swissmodel.expasy.org/repository/uniprot/P33399.pdb?from=78&to=208&template=1g2e.1.B&provider=swissmodel
P33399		275	5ad5bb85ad01f0132e30e838	SWISSMODEL	78	213	0.494545454545	4yoe.1.A	-2.7112967505	0.6371206645	https://swissmodel.expasy.org/repository/uniprot/P33399.pdb?from=78&to=213&template=4yoe.1.A&provider=swissmodel
P33400		625	5ad6dffdc730d4412a5efa42	SWISSMODEL	97	234	0.2208	3w5k.1.B	-4.763700942	0.524763663	https://swissmodel.expasy.org/repository/uniprot/P33400.pdb?from=97&to=234&template=3w5k.1.B&provider=swissmodel
P33400		625	5ad6dffdc730d4412a5efa46	SWISSMODEL	57	252	0.3136	5und.1.A	-4.5390365529	0.5981739941	https://swissmodel.expasy.org/repository/uniprot/P33400.pdb?from=57&to=252&template=5und.1.A&provider=swissmodel
P33400		625	5ad6dffdc730d4412a5efa4a	SWISSMODEL	58	235	0.2848	5und.1.A	-4.9944923202	0.5645083334	https://swissmodel.expasy.org/repository/uniprot/P33400.pdb?from=58&to=235&template=5und.1.A&provider=swissmodel
P33401		570	5ad6901b1405502ee3aded67	SWISSMODEL	3	570	0.99649122807	1c4g.1.B	-2.9215162619	0.661784527	https://swissmodel.expasy.org/repository/uniprot/P33401.pdb?from=3&to=570&template=1c4g.1.B&provider=swissmodel
P33411		251	5ad606be573f2072f8b14122	SWISSMODEL	76	247	0.685258964143	6exn.1.X	-3.0149924575	0.6492323405	https://swissmodel.expasy.org/repository/uniprot/P33411.pdb?from=76&to=247&template=6exn.1.X&provider=swissmodel
P33411		251	5a9afa8375daaa3e674797ba	PDB	1	251	1.0	5mps			https://swissmodel.expasy.org/repository/uniprot/P33411.pdb?from=1&to=251&template=5mps&provider=pdb
P33411		251	5a9b08b675daaa054ca0aeb0	PDB	1	251	1.0	5mq0			https://swissmodel.expasy.org/repository/uniprot/P33411.pdb?from=1&to=251&template=5mq0&provider=pdb
P33411		251	5a9b0d8e75daaa47c2729d4d	PDB	1	251	1.0	6bk8			https://swissmodel.expasy.org/repository/uniprot/P33411.pdb?from=1&to=251&template=6bk8&provider=pdb
P33411		251	5a9b1b2e75daaa04064985d6	PDB	1	251	1.0	5wsg			https://swissmodel.expasy.org/repository/uniprot/P33411.pdb?from=1&to=251&template=5wsg&provider=pdb
P33411		251	5a9b215875daaa5901b8e829	PDB	80	251	0.685258964143	1dvk			https://swissmodel.expasy.org/repository/uniprot/P33411.pdb?from=80&to=251&template=1dvk&provider=pdb
P33411		251	5a9b264975daaa1f9be55316	PDB	1	251	1.0	6exn			https://swissmodel.expasy.org/repository/uniprot/P33411.pdb?from=1&to=251&template=6exn&provider=pdb
P33412		323	5ad516957f4bf9b1398ba6a9	SWISSMODEL	6	307	0.934984520124	3elb.1.A	-4.193804825	0.6170201408	https://swissmodel.expasy.org/repository/uniprot/P33412.pdb?from=6&to=307&template=3elb.1.A&provider=swissmodel
P33416		811	5ad7f254a52be75121abc402	SWISSMODEL	94	797	0.868064118372	5d4w.1.A	-3.8980462189	0.6261392086	https://swissmodel.expasy.org/repository/uniprot/P33416.pdb?from=94&to=797&template=5d4w.1.A&provider=swissmodel
P33416		811	5ad7f254a52be75121abc407	SWISSMODEL	77	781	0.869297163995	4d2q.1.A	-1.2620094905	0.7223598803	https://swissmodel.expasy.org/repository/uniprot/P33416.pdb?from=77&to=781&template=4d2q.1.A&provider=swissmodel
P33416		811	5ad7f254a52be75121abc40b	SWISSMODEL	62	782	0.889025893958	1qvr.1.A	-1.2796432674	0.7217162118	https://swissmodel.expasy.org/repository/uniprot/P33416.pdb?from=62&to=782&template=1qvr.1.A&provider=swissmodel
P33417		597	5ad6bc2726232524e88786dd	SWISSMODEL	349	499	0.252931323283	5jgh.1.A	0.6038608651	0.8148138681	https://swissmodel.expasy.org/repository/uniprot/P33417.pdb?from=349&to=499&template=5jgh.1.A&provider=swissmodel
P33417		597	5ad6bc2726232524e88786e1	SWISSMODEL	359	503	0.242881072027	2gzk.1.C	-2.5006168846	0.6577580543	https://swissmodel.expasy.org/repository/uniprot/P33417.pdb?from=359&to=503&template=2gzk.1.C&provider=swissmodel
P33417		597	5ad6bc2726232524e88786e5	SWISSMODEL	353	503	0.252931323283	2yrq.1.A	-3.0732763787	0.6263025863	https://swissmodel.expasy.org/repository/uniprot/P33417.pdb?from=353&to=503&template=2yrq.1.A&provider=swissmodel
P33417		597	5ad6bc2726232524e88786e9	SWISSMODEL	354	502	0.249581239531	3tmm.1.A	-1.246650781	0.7208200747	https://swissmodel.expasy.org/repository/uniprot/P33417.pdb?from=354&to=502&template=3tmm.1.A&provider=swissmodel
P33419		253	5ad6006fad01f062f9fb8c7b	SWISSMODEL	12	36	0.098814229249	5tgw.1.A	1.7070851553	0.9634500166	https://swissmodel.expasy.org/repository/uniprot/P33419.pdb?from=12&to=36&template=5tgw.1.A&provider=swissmodel
P33420		868	5ad826c47aaa0d06b24398f5	SWISSMODEL	234	375	0.163594470046	3o0z.1.A	-4.0702337582	0.6106373289	https://swissmodel.expasy.org/repository/uniprot/P33420.pdb?from=234&to=375&template=3o0z.1.A&provider=swissmodel
P33420		868	5ad826c57aaa0d06b24398f9	SWISSMODEL	159	264	0.122119815668	2v66.1.A	-2.6431871567	0.6804034907	https://swissmodel.expasy.org/repository/uniprot/P33420.pdb?from=159&to=264&template=2v66.1.A&provider=swissmodel
P33420		868	5ad826c57aaa0d06b24398fd	SWISSMODEL	192	352	0.185483870968	6f1t.1.h	-2.6809598073	0.6534616438	https://swissmodel.expasy.org/repository/uniprot/P33420.pdb?from=192&to=352&template=6f1t.1.h&provider=swissmodel
P33420		868	5ad826c57aaa0d06b2439901	SWISSMODEL	105	226	0.140552995392	2v71.1.A	-1.7194337246	0.6958205599	https://swissmodel.expasy.org/repository/uniprot/P33420.pdb?from=105&to=226&template=2v71.1.A&provider=swissmodel
P33420		868	5ad826c57aaa0d06b2439905	SWISSMODEL	234	342	0.125576036866	2efr.1.A	-2.4065422938	0.6825796101	https://swissmodel.expasy.org/repository/uniprot/P33420.pdb?from=234&to=342&template=2efr.1.A&provider=swissmodel
P33420		868	5ad826c67aaa0d06b2439909	SWISSMODEL	155	319	0.190092165899	6f1t.1.h	-1.1801717046	0.7301060813	https://swissmodel.expasy.org/repository/uniprot/P33420.pdb?from=155&to=319&template=6f1t.1.h&provider=swissmodel
P33420		868	5ad826c67aaa0d06b243990d	SWISSMODEL	260	389	0.149769585253	2v1y.1.B	-1.2411450514	0.7192556699	https://swissmodel.expasy.org/repository/uniprot/P33420.pdb?from=260&to=389&template=2v1y.1.B&provider=swissmodel
P33420		868	5ad826c67aaa0d06b2439911	SWISSMODEL	212	378	0.192396313364	5ghe.1.A	-3.199368138	0.6373333007	https://swissmodel.expasy.org/repository/uniprot/P33420.pdb?from=212&to=378&template=5ghe.1.A&provider=swissmodel
P33421		198	5ad6c003eb80f7fd2e0d07fc	SWISSMODEL	59	197	0.70202020202	4ysz.1.C	-3.1769395032	0.6101711672	https://swissmodel.expasy.org/repository/uniprot/P33421.pdb?from=59&to=197&template=4ysz.1.C&provider=swissmodel
P33442		255	5ad5fa6fad01f0a5f572c965	SWISSMODEL	20	235	0.847058823529	4v88.77.A	-4.5655478335	0.5920980336	https://swissmodel.expasy.org/repository/uniprot/P33442.pdb?from=20&to=235&template=4v88.77.A&provider=swissmodel
P33442		255	5a9b0a5575daaa1a47818177	PDB	1	255	1.0	5ll6			https://swissmodel.expasy.org/repository/uniprot/P33442.pdb?from=1&to=255&template=5ll6&provider=pdb
P33442		255	5a9b1d5475daaa25a0c54024	PDB	1	255	1.0	6fai			https://swissmodel.expasy.org/repository/uniprot/P33442.pdb?from=1&to=255&template=6fai&provider=pdb
P33442		255	5a9b21c175daaa5ea2916030	PDB	1	255	1.0	5wyk			https://swissmodel.expasy.org/repository/uniprot/P33442.pdb?from=1&to=255&template=5wyk&provider=pdb
P33442		255	5a9b228775daaa69b9cc2e7b	PDB	1	255	1.0	6eml			https://swissmodel.expasy.org/repository/uniprot/P33442.pdb?from=1&to=255&template=6eml&provider=pdb
